id,orders_id,product_id,quantity,total_price
11199,7240,23,3,8385
11200,3950,5,1,29
11201,9853,2,3,225
11202,7854,4,1,57
11203,5681,36,5,1885
11204,4899,22,1,1152
11205,7101,28,1,186
11206,7388,36,1,377
11207,1521,39,2,1160
11208,6144,39,1,580
11209,3155,19,1,23
11210,9066,44,1,82
11211,777,48,2,110
11212,5838,15,2,92
11213,475,9,1,11
11214,8778,16,3,126
11215,9085,16,1,42
11216,4641,16,3,126
11217,554,39,1,580
11218,9542,39,1,580
11219,4353,35,1,602
11220,1011,18,2,40
11221,8960,25,1,144
11222,8828,4,5,285
11223,4635,20,3,5160
11224,6757,29,4,440
11225,6768,46,1,16
11226,8310,2,1,75
11227,6054,21,1,2007
11228,566,36,5,1885
11229,7922,38,5,1925
11230,8206,34,1,143
11231,6499,25,1,144
11232,8575,26,1,53
11233,5399,28,1,186
11234,1911,19,1,23
11235,5209,3,1,70
11236,595,3,3,210
11237,7873,2,2,150
11238,4127,42,2,194
11239,8210,35,2,1204
11240,7087,31,1,170
11241,6990,33,3,333
11242,5332,32,1,164
11243,5585,41,3,183
11244,7065,20,3,5160
11245,7798,4,1,57
11246,1962,3,2,140
11247,6754,17,1,45
11248,6951,30,3,330
11249,4157,45,3,108
11250,789,34,3,429
11251,2248,18,1,20
11252,4009,43,1,103
11253,3641,13,1,1826
11254,2386,0,1,96
11255,2868,32,1,164
11256,2812,28,2,372
11257,1520,0,1,96
11258,1888,12,1,1992
11259,7165,42,1,97
11260,4583,45,1,36
11261,8037,20,1,1720
11262,2128,17,2,90
11263,2408,33,1,111
11264,7346,32,1,164
11265,1418,20,2,3440
11266,7861,37,1,493
11267,4924,8,1,15
11268,7683,34,2,286
11269,1129,44,2,164
11270,8903,32,2,328
11271,5152,33,3,333
11272,7816,18,3,60
11273,5674,13,1,1826
11274,4259,17,1,45
11275,419,5,1,29
11276,2081,34,1,143
11277,584,20,2,3440
11278,9058,6,1,15
11279,4915,34,1,143
11280,7773,49,1,39
11281,2455,15,1,46
11282,4658,27,1,136
11283,4558,22,1,1152
11284,5108,3,1,70
11285,5164,41,1,61
11286,4583,8,1,15
11287,7937,6,5,75
11288,8886,30,3,330
11289,3524,10,1,1952
11290,4689,12,5,9960
11291,1479,32,2,328
11292,5337,45,2,72
11293,1978,18,2,40
11294,8535,26,1,53
11295,3102,1,1,21
11296,9647,0,4,384
11297,1993,33,1,111
11298,5959,36,3,1131
11299,1454,38,1,385
11300,647,30,1,110
11301,7733,18,1,20
11302,6218,37,1,493
11303,5432,6,3,45
11304,4432,39,2,1160
11305,5509,33,1,111
11306,4622,29,1,110
11307,133,45,2,72
11308,867,19,1,23
11309,2381,21,4,8028
11310,1615,7,2,20
11311,9682,15,2,92
11312,9813,42,3,291
11313,8914,11,1,1373
11314,7907,40,5,640
11315,910,38,1,385
11316,1820,32,1,164
11317,7056,49,1,39
11318,6882,38,1,385
11319,6928,21,5,10035
11320,7981,2,1,75
11321,1169,9,5,55
11322,7607,48,1,55
11323,9410,42,1,97
11324,3156,12,1,1992
11325,4178,21,1,2007
11326,9475,33,1,111
11327,8345,39,1,580
11328,7195,41,1,61
11329,9803,41,1,61
11330,135,30,1,110
11331,7380,20,1,1720
11332,57,27,1,136
11333,670,11,4,5492
11334,1791,18,1,20
11335,5107,34,1,143
11336,7539,47,2,64
11337,4648,32,4,656
11338,301,33,1,111
11339,4422,29,1,110
11340,1223,38,1,385
11341,4007,24,1,2663
11342,5639,6,1,15
11343,4459,31,2,340
11344,7620,10,2,3904
11345,9659,32,3,492
11346,3360,32,3,492
11347,4375,39,1,580
11348,2109,32,1,164
11349,7107,44,2,164
11350,3002,10,2,3904
11351,7272,19,1,23
11352,5654,38,1,385
11353,281,12,1,1992
11354,142,46,3,48
11355,1824,43,2,206
11356,2850,49,4,156
11357,8407,35,1,602
11358,4178,1,1,21
11359,9692,29,5,550
11360,1299,12,2,3984
11361,1656,40,2,256
11362,7243,28,1,186
11363,5828,39,4,2320
11364,5202,5,1,29
11365,9127,37,1,493
11366,1690,6,1,15
11367,8933,12,2,3984
11368,9727,37,1,493
11369,5363,16,3,126
11370,7039,36,1,377
11371,8882,34,3,429
11372,131,6,4,60
11373,4796,47,4,128
11374,1640,16,1,42
11375,3346,14,1,1774
11376,7128,29,1,110
11377,1388,31,3,510
11378,836,42,5,485
11379,8558,28,2,372
11380,6007,39,1,580
11381,5595,19,5,115
11382,1011,19,1,23
11383,4819,29,1,110
11384,9092,41,3,183
11385,7023,46,3,48
11386,272,3,2,140
11387,495,39,1,580
11388,4062,22,5,5760
11389,1817,45,2,72
11390,3619,20,1,1720
11391,3092,28,2,372
11392,2056,37,1,493
11393,9263,45,2,72
11394,1150,16,2,84
11395,6080,45,3,108
11396,8953,27,1,136
11397,6017,25,1,144
11398,2883,34,3,429
11399,2407,11,3,4119
11400,6938,5,2,58
11401,5643,1,4,84
11402,1150,35,2,1204
11403,606,28,5,930
11404,3475,34,3,429
11405,4041,39,2,1160
11406,8949,16,1,42
11407,5516,20,1,1720
11408,8605,18,2,40
11409,2262,4,2,114
11410,3096,31,1,170
11411,874,35,3,1806
11412,603,40,1,128
11413,7750,36,1,377
11414,8608,21,1,2007
11415,959,40,3,384
11416,5036,38,1,385
11417,4419,35,2,1204
11418,9344,19,3,69
11419,8149,21,1,2007
11420,9323,36,1,377
11421,8213,5,1,29
11422,7391,30,1,110
11423,847,23,1,2795
11424,4588,40,1,128
11425,1546,35,1,602
11426,6963,26,3,159
11427,9499,11,1,1373
11428,1486,10,1,1952
11429,9461,49,1,39
11430,9931,48,1,55
11431,2282,22,1,1152
11432,9393,37,2,986
11433,5514,43,1,103
11434,7181,34,1,143
11435,2226,9,2,22
11436,4063,27,1,136
11437,5702,38,2,770
11438,4965,7,2,20
11439,5435,45,3,108
11440,5873,23,3,8385
11441,8466,27,1,136
11442,1119,19,3,69
11443,8367,32,1,164
11444,4526,29,1,110
11445,4922,32,2,328
11446,8908,38,1,385
11447,6918,47,1,32
11448,8326,14,1,1774
11449,9440,10,1,1952
11450,9573,1,5,105
11451,812,12,1,1992
11452,5420,38,1,385
11453,9092,8,3,45
11454,2546,16,2,84
11455,8117,46,5,80
11456,986,26,2,106
11457,3709,11,2,2746
11458,9613,21,1,2007
11459,8363,49,5,195
11460,3800,33,1,111
11461,546,45,1,36
11462,9948,3,5,350
11463,2515,40,1,128
11464,7038,49,1,39
11465,781,22,2,2304
11466,7065,1,1,21
11467,8712,43,2,206
11468,5958,16,3,126
11469,6474,2,2,150
11470,1405,49,2,78
11471,1769,15,1,46
11472,2800,38,1,385
11473,2625,1,4,84
11474,5107,26,5,265
11475,2504,22,1,1152
11476,4466,15,1,46
11477,4920,31,1,170
11478,8294,45,2,72
11479,3188,18,1,20
11480,724,14,1,1774
11481,2010,24,5,13315
11482,1485,48,1,55
11483,6802,19,2,46
11484,6536,30,1,110
11485,4224,27,2,272
11486,2307,17,2,90
11487,2926,39,1,580
11488,3065,15,1,46
11489,6849,39,5,2900
11490,1419,37,1,493
11491,9029,2,1,75
11492,7109,30,3,330
11493,9410,14,1,1774
11494,7620,2,3,225
11495,7052,13,1,1826
11496,3379,36,3,1131
11497,3084,43,1,103
11498,5348,12,1,1992
11499,2798,23,5,13975
11500,7594,32,2,328
11501,5467,3,2,140
11502,937,5,2,58
11503,8769,49,2,78
11504,7368,29,2,220
11505,8365,34,3,429
11506,4988,36,1,377
11507,6303,32,1,164
11508,3237,36,1,377
11509,9015,30,5,550
11510,83,5,3,87
11511,1903,47,2,64
11512,8361,38,3,1155
11513,3562,7,4,40
11514,9486,18,1,20
11515,9871,20,3,5160
11516,3339,14,1,1774
11517,9555,10,3,5856
11518,1295,9,1,11
11519,1718,22,3,3456
11520,1740,30,1,110
11521,9144,16,2,84
11522,2485,40,1,128
11523,5892,29,1,110
11524,4760,6,2,30
11525,679,17,1,45
11526,1874,30,2,220
11527,74,37,1,493
11528,214,9,1,11
11529,3467,46,1,16
11530,8248,2,1,75
11531,2931,47,1,32
11532,7711,41,1,61
11533,3282,18,2,40
11534,7678,3,1,70
11535,3697,47,2,64
11536,7318,23,5,13975
11537,289,5,1,29
11538,14,0,1,96
11539,8465,18,1,20
11540,8543,25,1,144
11541,3365,17,2,90
11542,6007,8,2,30
11543,2509,12,3,5976
11544,2514,5,2,58
11545,4593,42,1,97
11546,791,34,1,143
11547,8168,20,1,1720
11548,2680,5,2,58
11549,2199,39,5,2900
11550,4800,32,1,164
11551,1407,20,3,5160
11552,1181,43,1,103
11553,1335,34,1,143
11554,7601,24,2,5326
11555,533,0,1,96
11556,5426,48,1,55
11557,9570,36,1,377
11558,2497,19,1,23
11559,6933,16,5,210
11560,8745,39,3,1740
11561,6518,49,2,78
11562,5807,16,1,42
11563,7956,26,1,53
11564,7814,13,1,1826
11565,4570,28,2,372
11566,972,42,1,97
11567,4616,42,2,194
11568,4808,3,1,70
11569,3645,42,2,194
11570,6658,24,1,2663
11571,667,36,1,377
11572,3595,27,2,272
11573,1980,45,1,36
11574,8383,44,1,82
11575,7962,37,1,493
11576,6409,42,2,194
11577,3774,19,1,23
11578,5742,17,2,90
11579,8358,25,1,144
11580,425,22,2,2304
11581,312,36,1,377
11582,6739,42,1,97
11583,7773,45,3,108
11584,5826,19,1,23
11585,4743,2,2,150
11586,1814,41,1,61
11587,6705,13,2,3652
11588,9171,20,1,1720
11589,465,40,3,384
11590,979,18,1,20
11591,9662,18,1,20
11592,7327,11,2,2746
11593,1936,49,5,195
11594,3436,43,4,412
11595,6794,31,3,510
11596,5668,21,1,2007
11597,3290,32,1,164
11598,3269,24,2,5326
11599,8993,41,1,61
11600,571,42,1,97
11601,1375,19,3,69
11602,2597,7,1,10
11603,8619,39,1,580
11604,6219,9,3,33
11605,5717,10,3,5856
11606,7294,21,1,2007
11607,1637,6,1,15
11608,5967,33,2,222
11609,4977,0,5,480
11610,7113,0,1,96
11611,1986,16,1,42
11612,6291,20,1,1720
11613,2353,0,1,96
11614,4552,5,5,145
11615,9619,33,1,111
11616,4537,18,3,60
11617,8316,12,3,5976
11618,514,7,2,20
11619,2861,28,2,372
11620,1660,11,2,2746
11621,180,36,1,377
11622,7844,9,1,11
11623,5809,33,1,111
11624,4826,5,1,29
11625,1659,31,3,510
11626,4800,10,2,3904
11627,9563,20,1,1720
11628,9147,33,1,111
11629,6311,5,1,29
11630,9930,16,1,42
11631,7884,3,3,210
11632,4690,19,2,46
11633,477,36,3,1131
11634,8073,7,1,10
11635,248,2,3,225
11636,1292,8,1,15
11637,5630,23,1,2795
11638,8948,0,4,384
11639,7923,8,1,15
11640,4887,47,1,32
11641,9736,41,1,61
11642,8240,37,1,493
11643,6788,3,1,70
11644,5487,41,1,61
11645,2859,17,1,45
11646,6814,31,2,340
11647,1958,7,2,20
11648,8321,46,1,16
11649,7643,6,2,30
11650,3933,0,1,96
11651,1290,5,2,58
11652,6562,38,1,385
11653,4667,9,1,11
11654,3626,16,1,42
11655,433,30,3,330
11656,1576,13,1,1826
11657,2258,39,1,580
11658,2483,20,1,1720
11659,2473,15,3,138
11660,2880,30,2,220
11661,860,3,2,140
11662,7044,13,2,3652
11663,9760,10,4,7808
11664,8335,6,5,75
11665,6053,11,1,1373
11666,6760,32,1,164
11667,1142,4,2,114
11668,887,37,1,493
11669,633,23,3,8385
11670,2684,6,1,15
11671,7497,17,1,45
11672,165,44,3,246
11673,6479,48,1,55
11674,46,6,1,15
11675,4869,31,2,340
11676,4873,5,1,29
11677,4837,19,1,23
11678,8316,32,1,164
11679,975,9,1,11
11680,1450,47,1,32
11681,633,31,1,170
11682,2821,23,1,2795
11683,1649,8,1,15
11684,4993,37,1,493
11685,4281,1,1,21
11686,2669,7,1,10
11687,7754,6,1,15
11688,5535,26,2,106
11689,8570,24,3,7989
11690,7892,45,2,72
11691,2680,11,3,4119
11692,1237,2,1,75
11693,5042,43,5,515
11694,9466,15,5,230
11695,774,28,1,186
11696,7099,30,1,110
11697,6666,3,1,70
11698,8611,10,1,1952
11699,1276,7,3,30
11700,1985,4,3,171
11701,916,42,2,194
11702,4291,3,1,70
11703,5949,48,1,55
11704,8586,6,1,15
11705,1527,19,2,46
11706,6904,14,3,5322
11707,5031,36,1,377
11708,8512,5,1,29
11709,56,37,1,493
11710,5341,1,1,21
11711,8323,17,1,45
11712,8656,39,2,1160
11713,4774,47,1,32
11714,2145,26,4,212
11715,767,36,1,377
11716,7027,9,1,11
11717,7295,34,3,429
11718,9933,30,1,110
11719,1314,36,1,377
11720,7010,30,1,110
11721,3175,6,1,15
11722,9907,49,1,39
11723,8629,46,2,32
11724,8972,35,1,602
11725,3132,10,1,1952
11726,763,39,4,2320
11727,3755,14,1,1774
11728,1656,45,1,36
11729,4835,41,1,61
11730,4609,21,2,4014
11731,7367,3,2,140
11732,5248,10,1,1952
11733,8925,29,1,110
11734,9007,3,2,140
11735,1421,4,1,57
11736,5111,12,5,9960
11737,5599,41,1,61
11738,6783,41,1,61
11739,4985,35,3,1806
11740,2854,44,5,410
11741,5369,49,3,117
11742,9590,25,1,144
11743,7827,32,2,328
11744,3909,20,1,1720
11745,3928,0,2,192
11746,9291,12,1,1992
11747,8407,34,1,143
11748,2362,41,3,183
11749,2934,10,1,1952
11750,8158,11,1,1373
11751,8060,35,2,1204
11752,7421,17,3,135
11753,3692,48,5,275
11754,5711,20,5,8600
11755,6787,21,1,2007
11756,9429,16,1,42
11757,6761,13,2,3652
11758,1239,5,3,87
11759,5437,2,1,75
11760,4896,21,1,2007
11761,1703,41,1,61
11762,2442,30,1,110
11763,7032,39,3,1740
11764,5178,23,3,8385
11765,6119,15,2,92
11766,2637,0,3,288
11767,4774,2,1,75
11768,9439,40,3,384
11769,5524,11,2,2746
11770,8114,1,1,21
11771,5832,28,1,186
11772,3997,25,2,288
11773,1213,2,3,225
11774,5732,46,1,16
11775,61,28,1,186
11776,6817,6,1,15
11777,2617,31,2,340
11778,1645,0,5,480
11779,9657,27,1,136
11780,1112,34,1,143
11781,2893,38,1,385
11782,1280,1,1,21
11783,8611,27,1,136
11784,5211,16,2,84
11785,8839,34,1,143
11786,5909,49,5,195
11787,7844,17,2,90
11788,1670,27,1,136
11789,125,4,1,57
11790,9566,42,4,388
11791,2920,49,3,117
11792,4067,37,2,986
11793,3282,41,1,61
11794,50,29,1,110
11795,9926,47,2,64
11796,5747,0,2,192
11797,9621,26,2,106
11798,2034,10,2,3904
11799,9622,0,1,96
11800,258,41,1,61
11801,859,42,5,485
11802,4584,20,4,6880
11803,5466,22,1,1152
11804,8672,30,1,110
11805,8191,43,1,103
11806,4511,30,2,220
11807,6081,46,1,16
11808,682,18,4,80
11809,6343,28,1,186
11810,8601,46,1,16
11811,3824,47,2,64
11812,4565,6,2,30
11813,5349,38,1,385
11814,7018,28,1,186
11815,6391,48,2,110
11816,292,39,1,580
11817,9947,4,1,57
11818,2135,45,3,108
11819,3081,2,1,75
11820,6479,41,1,61
11821,7926,12,1,1992
11822,9164,48,1,55
11823,2037,22,3,3456
11824,7008,29,1,110
11825,7846,44,1,82
11826,4467,15,1,46
11827,8639,30,1,110
11828,8352,17,1,45
11829,6850,35,1,602
11830,7179,6,4,60
11831,4819,46,1,16
11832,4556,47,3,96
11833,270,48,3,165
11834,3483,42,1,97
11835,3020,43,5,515
11836,3084,9,3,33
11837,8963,36,1,377
11838,7328,4,1,57
11839,4928,14,1,1774
11840,4257,38,2,770
11841,321,36,2,754
11842,4605,37,2,986
11843,324,8,1,15
11844,6312,7,1,10
11845,7739,19,1,23
11846,1455,13,3,5478
11847,2976,10,1,1952
11848,1130,9,3,33
11849,1365,31,3,510
11850,2805,19,1,23
11851,4844,10,1,1952
11852,1345,18,1,20
11853,5866,19,3,69
11854,731,7,2,20
11855,583,46,1,16
11856,7454,19,1,23
11857,9840,0,1,96
11858,174,2,2,150
11859,4256,16,3,126
11860,3299,2,1,75
11861,1570,25,1,144
11862,3815,18,2,40
11863,1056,41,1,61
11864,8369,45,2,72
11865,62,27,2,272
11866,9366,42,1,97
11867,7333,29,2,220
11868,532,32,2,328
11869,6284,11,1,1373
11870,4465,36,2,754
11871,2752,2,1,75
11872,9825,49,1,39
11873,7088,22,1,1152
11874,1967,46,3,48
11875,3300,14,1,1774
11876,258,8,1,15
11877,7508,30,2,220
11878,9073,41,1,61
11879,8528,19,2,46
11880,124,23,4,11180
11881,1669,47,1,32
11882,8849,28,1,186
11883,3585,39,1,580
11884,8018,48,3,165
11885,9445,45,3,108
11886,8907,5,3,87
11887,956,47,1,32
11888,6561,27,3,408
11889,4588,4,3,171
11890,3357,40,1,128
11891,1322,5,1,29
11892,7992,5,3,87
11893,9559,33,5,555
11894,4790,16,1,42
11895,6768,9,1,11
11896,5600,43,5,515
11897,3405,20,5,8600
11898,8865,34,1,143
11899,4808,27,1,136
11900,5166,6,2,30
11901,3432,40,1,128
11902,3766,13,2,3652
11903,7565,4,1,57
11904,9897,42,1,97
11905,9549,46,1,16
11906,3127,28,1,186
11907,764,24,1,2663
11908,5606,6,1,15
11909,3388,33,3,333
11910,3928,30,2,220
11911,8222,30,5,550
11912,3518,23,1,2795
11913,7657,31,5,850
11914,3775,36,4,1508
11915,2276,2,2,150
11916,3335,21,1,2007
11917,6448,48,1,55
11918,9626,15,1,46
11919,3199,36,2,754
11920,498,35,2,1204
11921,4650,42,3,291
11922,7377,22,1,1152
11923,4796,35,1,602
11924,5334,38,1,385
11925,9574,38,5,1925
11926,9793,3,1,70
11927,3786,17,2,90
11928,9394,45,2,72
11929,8202,26,4,212
11930,7750,3,5,350
11931,7819,29,4,440
11932,6117,42,1,97
11933,9756,6,1,15
11934,8941,37,4,1972
11935,8926,18,1,20
11936,7841,36,1,377
11937,6716,8,3,45
11938,3954,12,2,3984
11939,2199,20,1,1720
11940,8395,48,2,110
11941,3053,19,3,69
11942,2051,40,2,256
11943,1319,11,1,1373
11944,2790,44,1,82
11945,5342,42,1,97
11946,3049,22,2,2304
11947,6160,25,1,144
11948,2464,23,3,8385
11949,1948,8,2,30
11950,6120,2,2,150
11951,658,24,1,2663
11952,234,14,1,1774
11953,2386,42,1,97
11954,1059,16,3,126
11955,6319,45,1,36
11956,4602,40,1,128
11957,9795,28,1,186
11958,1885,35,1,602
11959,6106,42,4,388
11960,2976,35,1,602
11961,2894,7,5,50
11962,7183,33,1,111
11963,1178,0,1,96
11964,3717,11,2,2746
11965,9582,29,2,220
11966,1373,14,4,7096
11967,438,41,1,61
11968,7041,37,1,493
11969,7916,48,2,110
11970,183,25,3,432
11971,7406,28,4,744
11972,9238,23,1,2795
11973,9795,13,3,5478
11974,1528,16,1,42
11975,3336,5,2,58
11976,664,42,3,291
11977,8294,41,1,61
11978,9495,38,2,770
11979,5081,2,3,225
11980,24,9,1,11
11981,2854,26,1,53
11982,9706,16,3,126
11983,3830,8,1,15
11984,1382,0,3,288
11985,5877,3,1,70
11986,6104,9,1,11
11987,2318,25,2,288
11988,4483,35,2,1204
11989,3484,24,2,5326
11990,8637,40,1,128
11991,6171,47,4,128
11992,7906,48,1,55
11993,9966,0,1,96
11994,1821,16,1,42
11995,7,37,1,493
11996,6513,5,1,29
11997,4169,44,1,82
11998,2007,42,2,194
11999,8863,29,1,110
12000,8122,31,1,170
12001,5173,38,1,385
12002,5881,17,1,45
12003,6469,27,1,136
12004,2047,35,1,602
12005,9379,8,3,45
12006,7299,47,2,64
12007,3966,13,1,1826
12008,5802,31,2,340
12009,6144,41,1,61
12010,3663,30,1,110
12011,4386,12,1,1992
12012,2515,48,1,55
12013,5876,43,1,103
12014,2099,21,1,2007
12015,7430,37,1,493
12016,1677,27,1,136
12017,5848,0,1,96
12018,7827,6,1,15
12019,4446,20,2,3440
12020,5447,0,1,96
12021,6147,20,1,1720
12022,6583,36,2,754
12023,7015,21,1,2007
12024,9036,12,2,3984
12025,9316,26,1,53
12026,9101,29,5,550
12027,9257,31,1,170
12028,2442,24,1,2663
12029,5328,35,1,602
12030,5505,1,1,21
12031,1624,9,1,11
12032,3778,36,3,1131
12033,1150,18,3,60
12034,7671,43,3,309
12035,3669,5,3,87
12036,1488,0,1,96
12037,4738,40,1,128
12038,8116,5,3,87
12039,5386,29,1,110
12040,8419,19,2,46
12041,3269,41,2,122
12042,2512,48,1,55
12043,950,25,2,288
12044,895,47,2,64
12045,2209,43,1,103
12046,2312,37,2,986
12047,6716,35,1,602
12048,291,37,2,986
12049,5675,9,1,11
12050,2513,33,4,444
12051,9624,6,1,15
12052,8901,36,1,377
12053,5227,8,1,15
12054,9807,6,4,60
12055,852,19,3,69
12056,6051,33,2,222
12057,7403,21,2,4014
12058,3975,40,1,128
12059,1088,47,1,32
12060,7447,49,5,195
12061,4084,3,2,140
12062,6070,45,2,72
12063,8777,2,4,300
12064,4811,24,5,13315
12065,6393,47,3,96
12066,249,12,1,1992
12067,9806,3,2,140
12068,4200,16,1,42
12069,6546,8,2,30
12070,8151,20,1,1720
12071,520,32,1,164
12072,6681,23,1,2795
12073,3301,41,2,122
12074,9921,48,1,55
12075,7457,21,1,2007
12076,5867,4,3,171
12077,5272,38,1,385
12078,4535,7,5,50
12079,8147,29,5,550
12080,8980,5,1,29
12081,2548,3,2,140
12082,7223,23,3,8385
12083,1831,40,4,512
12084,3690,45,1,36
12085,9790,12,1,1992
12086,6115,24,1,2663
12087,2500,7,1,10
12088,9631,0,1,96
12089,4102,20,1,1720
12090,7269,38,2,770
12091,2523,38,1,385
12092,8785,33,5,555
12093,5343,38,1,385
12094,9844,32,2,328
12095,6494,15,3,138
12096,4418,5,3,87
12097,331,9,1,11
12098,5126,24,1,2663
12099,2932,20,2,3440
12100,5628,41,2,122
12101,5986,46,1,16
12102,7814,29,1,110
12103,8754,4,3,171
12104,6377,45,1,36
12105,1264,26,2,106
12106,982,48,2,110
12107,4735,1,4,84
12108,7566,34,1,143
12109,4855,46,1,16
12110,2616,30,1,110
12111,7547,47,3,96
12112,196,25,2,288
12113,7989,48,1,55
12114,4514,41,1,61
12115,1737,46,1,16
12116,8260,11,1,1373
12117,9000,45,1,36
12118,2162,3,1,70
12119,6318,12,3,5976
12120,4703,42,3,291
12121,551,45,1,36
12122,1396,16,1,42
12123,6637,27,1,136
12124,2659,13,3,5478
12125,1611,40,3,384
12126,995,42,1,97
12127,5461,44,2,164
12128,7325,36,5,1885
12129,2989,36,1,377
12130,4637,34,3,429
12131,9104,37,1,493
12132,9447,12,1,1992
12133,6138,8,2,30
12134,9141,0,2,192
12135,8189,18,2,40
12136,865,1,1,21
12137,2764,34,1,143
12138,3086,41,2,122
12139,4165,16,1,42
12140,6886,6,4,60
12141,1866,11,4,5492
12142,8300,2,1,75
12143,7393,19,1,23
12144,8229,33,1,111
12145,3257,13,1,1826
12146,397,37,1,493
12147,8712,8,1,15
12148,42,10,1,1952
12149,208,6,1,15
12150,4864,38,2,770
12151,4121,17,1,45
12152,3450,1,1,21
12153,749,6,2,30
12154,4279,7,2,20
12155,3603,35,2,1204
12156,2909,32,1,164
12157,3051,28,1,186
12158,7724,22,2,2304
12159,7186,15,5,230
12160,7241,18,2,40
12161,2808,31,3,510
12162,6364,45,1,36
12163,2834,9,1,11
12164,4058,19,1,23
12165,2433,5,2,58
12166,8184,40,2,256
12167,1672,14,5,8870
12168,6210,0,2,192
12169,7462,22,4,4608
12170,402,0,1,96
12171,1318,29,1,110
12172,5761,38,3,1155
12173,8347,28,1,186
12174,9698,20,1,1720
12175,6089,22,3,3456
12176,5441,21,3,6021
12177,1597,17,1,45
12178,4577,34,2,286
12179,1207,41,1,61
12180,9690,2,3,225
12181,8452,10,4,7808
12182,9440,44,3,246
12183,7529,47,1,32
12184,1539,32,1,164
12185,1881,17,1,45
12186,2532,1,3,63
12187,989,46,2,32
12188,2300,13,3,5478
12189,9300,9,1,11
12190,5148,1,4,84
12191,7999,1,1,21
12192,1706,32,1,164
12193,5088,14,3,5322
12194,6719,3,2,140
12195,6772,28,1,186
12196,9240,1,1,21
12197,561,32,1,164
12198,453,16,5,210
12199,9878,0,1,96
12200,4582,26,1,53
12201,7959,10,2,3904
12202,7825,38,2,770
12203,7293,6,1,15
12204,9562,24,1,2663
12205,5292,2,1,75
12206,7343,14,3,5322
12207,8492,34,1,143
12208,8541,40,4,512
12209,2264,47,2,64
12210,119,17,1,45
12211,302,5,1,29
12212,4646,17,1,45
12213,8441,12,4,7968
12214,5111,12,4,7968
12215,5077,14,1,1774
12216,2525,37,1,493
12217,9046,0,5,480
12218,4784,25,1,144
12219,4894,45,2,72
12220,8781,6,1,15
12221,7071,6,1,15
12222,9840,48,1,55
12223,4941,47,1,32
12224,9921,14,2,3548
12225,2234,21,4,8028
12226,4487,1,1,21
12227,3634,10,2,3904
12228,604,22,3,3456
12229,8251,43,1,103
12230,9732,32,1,164
12231,962,22,3,3456
12232,7202,6,5,75
12233,9169,7,1,10
12234,5322,40,1,128
12235,6931,18,5,100
12236,5416,32,1,164
12237,4661,21,1,2007
12238,7720,35,2,1204
12239,4024,32,1,164
12240,8829,6,1,15
12241,6935,14,3,5322
12242,9553,0,1,96
12243,939,12,1,1992
12244,165,1,1,21
12245,800,6,1,15
12246,284,36,1,377
12247,3359,29,1,110
12248,3376,45,1,36
12249,931,23,1,2795
12250,1572,18,1,20
12251,2616,19,5,115
12252,7637,8,3,45
12253,4727,44,1,82
12254,6161,30,2,220
12255,141,20,1,1720
12256,6077,41,3,183
12257,3812,38,2,770
12258,734,35,1,602
12259,1009,49,1,39
12260,8333,2,1,75
12261,3328,35,4,2408
12262,9408,4,2,114
12263,6750,43,5,515
12264,9461,35,1,602
12265,3010,46,1,16
12266,3417,31,1,170
12267,4882,1,1,21
12268,1862,41,2,122
12269,3804,4,1,57
12270,8277,12,3,5976
12271,2084,9,1,11
12272,823,35,5,3010
12273,708,25,3,432
12274,229,16,3,126
12275,6861,7,3,30
12276,1997,16,4,168
12277,3341,26,1,53
12278,4408,8,1,15
12279,53,49,1,39
12280,9844,0,5,480
12281,5820,1,1,21
12282,8296,43,1,103
12283,6716,18,3,60
12284,345,4,1,57
12285,4985,1,1,21
12286,6730,23,1,2795
12287,1829,18,2,40
12288,2735,48,1,55
12289,2363,49,2,78
12290,909,41,1,61
12291,5305,9,2,22
12292,8398,7,1,10
12293,1599,1,1,21
12294,1972,25,1,144
12295,4061,40,1,128
12296,5197,13,2,3652
12297,2064,15,1,46
12298,6163,49,1,39
12299,4693,18,1,20
12300,5943,47,1,32
12301,5756,12,1,1992
12302,6398,31,3,510
12303,6684,36,1,377
12304,6159,37,1,493
12305,4489,47,3,96
12306,46,3,2,140
12307,4523,11,3,4119
12308,5256,34,1,143
12309,8630,6,2,30
12310,2244,20,5,8600
12311,6454,5,5,145
12312,2957,28,4,744
12313,1680,39,2,1160
12314,2054,33,4,444
12315,7578,10,1,1952
12316,138,29,4,440
12317,634,24,2,5326
12318,7007,29,2,220
12319,5224,28,3,558
12320,8089,39,3,1740
12321,1021,42,1,97
12322,9122,21,2,4014
12323,6964,27,1,136
12324,9224,2,1,75
12325,1421,48,2,110
12326,8176,41,1,61
12327,7099,12,2,3984
12328,7784,45,1,36
12329,2290,0,2,192
12330,5017,46,1,16
12331,4112,36,1,377
12332,7768,30,2,220
12333,7476,1,1,21
12334,9239,10,4,7808
12335,5603,18,5,100
12336,8608,9,1,11
12337,6789,21,3,6021
12338,5165,27,1,136
12339,1897,44,1,82
12340,4150,49,2,78
12341,208,36,2,754
12342,5503,3,1,70
12343,1912,1,1,21
12344,1368,41,1,61
12345,6495,40,2,256
12346,6436,28,1,186
12347,5154,32,4,656
12348,6989,7,2,20
12349,7952,3,1,70
12350,2251,14,1,1774
12351,546,4,2,114
12352,5580,16,4,168
12353,9620,43,4,412
12354,894,2,2,150
